app名称,英文名称,一级分类,安装人数,软件大小,头像地址,描述,新版本截图,开发者,apk下载地址,软件短评,版本号,id号码,vcode,新版本号
云送,com.chuizi.yunsong,网上购物,531人安装,56.42MB,https://android-artworks.25pp.com/fs08/2019/01/02/2/2_61a683bf9d5bdaf2ecafa6d441092a7d_con_130x130.png,云购方面：来云购，品质好，速度快。餐厅方面：餐厅在你手，饭菜任你挑。,"['https://android-screenimgs.25pp.com/fs08/2019/06/06/5/110_f5803a5b7eac95780845bcade67f428a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_08b9f38f6a55a04c37f25e9c6cc5a761_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/3/110_e5f9af085f1eebb9870ccee01841e720_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/06/9/110_aa888e5d787b22bc1d3021f05841151b_234x360.jpg']",重庆锤子科技有限公司,https://www.wandoujia.com/apps/com.chuizi.yunsong/download/dot?ch=detail_normal_dl,  云购方面：来云购，品质好，速度快。 餐厅方面：餐厅在你手，饭菜任你挑。 云送方面：每一次不经意的抢单  , 4.6,7597483,46, 4.6
芝麻掌柜,com.zhimazg.shop,网上购物,849人安装,9.61MB,https://android-artworks.25pp.com/fs08/2019/01/07/5/2_75f9e862cd95a1b9b3b2c07f8ff7fcae_con_130x130.png,提供超市、便利店在线进货解决方案，店主在手机上下单，即可以完成采购，芝麻掌柜会在规定时间内送上门，且货到付款，为店主、省时、省力。 芝麻掌柜2019更新内容掌柜们，好~    此次版本更新为大家带来了新的进货工具：,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/106_60169ebd08c9857dda68186c1dd66ab5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_b4427758828299783aeccddc0120e12a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_89eac00a171b6bb857de6bc88411f815_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/106_bccac3a77046064706b5b4e35f852e6b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/0/106_8299a25c2fa01fee2e4fa3f72ee1cd38_234x360.jpg']",北京芝麻上门科技有限公司,https://www.wandoujia.com/apps/com.zhimazg.shop/download/dot?ch=detail_normal_dl,  提供超市、便利店在线进货解决方案，店主在手机上下单，即可以完成采购，芝麻掌柜会在规定时间内送上门，且  , 4.2.0,7472772,40201, 4.2.0
葫芦宝箱,com.topapp.coupon,网上购物,868人安装,12.3MB,https://android-artworks.25pp.com/fs08/2018/12/12/0/110_186e23b353607950611b4c961efc1485_con_130x130.png,找券就上葫芦省钱，、天猫商家内部优惠券，优惠力度巨大！ 每日更新上千种商品，低至9块9包邮 ●大额优惠券 购物前先领券，节省最多可达80%。 ●强大搜索 小编精选，每天更新上万优惠券商品， 高达百万的商品供您选择； 支持、天猫商品一键查询。 ●品类丰富 女装、美妆、家居、鞋包配饰、食品、数码、宠物、母婴、童装等等； 品类丰富，你想要的，葫芦省钱都有 葫芦宝箱更新内容1.大额优惠券 购物前先领券，节省最多可达80%。 2.强大搜索 小编精选，每天更新上万优惠券商品， 高达百万的商品供您选择； 支持、天猫商品一键查询。 3.品类丰富 女装、美妆、家居、鞋包配饰、食品、数码、宠物、母婴、童装等等； ,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/106_60169ebd08c9857dda68186c1dd66ab5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_b4427758828299783aeccddc0120e12a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_89eac00a171b6bb857de6bc88411f815_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/106_bccac3a77046064706b5b4e35f852e6b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/0/106_8299a25c2fa01fee2e4fa3f72ee1cd38_234x360.jpg']",北京拓普艾普科技有限公司,https://www.wandoujia.com/apps/com.topapp.coupon/download/dot?ch=detail_normal_dl,  先领券后购物  , 1.2.1,7727789,121, 1.2.1
精品街,com.xg.bjkjby,网上购物,264人安装,10.9MB,https://android-artworks.25pp.com/fs08/2019/01/18/9/110_8301ec0ec80545e34ce053d1070849df_con_130x130.png,QQ空间排名第1的购物类应用！淘宝联盟年度优质合作伙伴！克罗伊有点瘦：“用了精品街之后，买的东西比以前多了，花的钱却比以前少了哈哈！”我们每天精选淘宝天猫具性价比高的宝贝，让你每次打开，都能发现“价格惊人”的好宝贝！【商城】精品街商城，大量品牌商家折扣，保证低价！【支付】购买商品一键支付，快速安全就坐等收货啦！【包邮】哪怕只买一块钱的宝贝，都包邮！ 【验货】专业验货团队，几十万次交易零差评，质量保证！【退货】9日无条件退货，买东西就是这么任性！【售后】专属客服客服团队一对一服务解决购买问题！【联系我们】官方网站：精品街官方微博：http://weibo.com/99byjpj 精品街2019更新内容【新增】商品点击赚钱功能，让大家不仅可以优惠购物还可以赚钱； ,"['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/106_60169ebd08c9857dda68186c1dd66ab5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_b4427758828299783aeccddc0120e12a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_89eac00a171b6bb857de6bc88411f815_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/106_bccac3a77046064706b5b4e35f852e6b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/0/106_8299a25c2fa01fee2e4fa3f72ee1cd38_234x360.jpg']",上海小鬼网络科技有限公司,https://www.wandoujia.com/apps/com.xg.bjkjby/download/dot?ch=detail_normal_dl,  九千万用户的选择  , 5.5.0,6216240,100, 5.5.0
单单券,com.itaoke.dandanquan,网上购物,632人安装,20.14MB,https://android-artworks.25pp.com/fs08/2019/02/11/7/110_a1d077e9d280c58bdb6e1c1c0c246cb7_con_130x130.png,"单单券APP，每日为您高性价比，真正划算，超值的特价打折促销商品。更有劲爆折扣抢不停！优惠券折扣，九块九包邮，十九块九包邮，1折限时等活动，不容错过！是千万购物达人、辣妈、学生族、剁手党们手机购物的省钱！单单券，只买更实惠的！超值app特色：1.【好物】汇聚众多天猫商家,万款折扣精品。2.【限时优惠】全场商品低至 1 折包邮,更有九块九包邮专栏。3.【优品直播】专业选款师,买手团队从海量宝贝中出*值的购买的宝贝。 4.【拼多多券】全网拼多多购物优惠券，拼购之前先领优惠券，用优惠券拼着买省钱之外更便宜，赶紧来一起5.【分享】申请合伙人，自购省钱.分享即赚6.【优惠券】天天更新上千款商品，直接领取天猫优惠券，然后直接立减，一定比别人买的便宜！ 单单券2019更新内容1.修复会员粉丝不显示总数2.修复已知bug ","['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/106_60169ebd08c9857dda68186c1dd66ab5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_b4427758828299783aeccddc0120e12a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_89eac00a171b6bb857de6bc88411f815_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/106_bccac3a77046064706b5b4e35f852e6b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/0/106_8299a25c2fa01fee2e4fa3f72ee1cd38_234x360.jpg']",武汉市源耀网络广告有限公司,https://www.wandoujia.com/apps/com.itaoke.dandanquan/download/dot?ch=detail_normal_dl,  购物省钱秘笈  , 2.3.2,7825575,38, 2.3.2
赶街,com.ganjie.app,网上购物,518人安装,21.22MB,https://android-artworks.25pp.com/fs08/2019/06/17/1/110_c5f6883ac20adf2c0f40843ffa0ffaeb_con_130x130.png,"赶街（农村生活服务创业平台）是浙江赶街专为农村用户推出的，满足县域范围用户群体的集零售、生活服务、农村创业等一站式综合服务的需求，是县域电商服务者、乡镇代理商、乡村小卖部、农村能人和创业者的。 “为了乡村更美好”是赶街一直秉承的使命。赶街与全国各地优秀的县域电商服务者一起，正在打造一个满足农村各方面需求的去中心化电商社交服务平台。通过链接、分享和服务，传递好的商品、提供优质的信息服务、获得推广奖励和个人成长，赶街合伙人和赶街经纪人一起在赶街平台共创个人事业，只为我们的乡村生活品质更美好。 赶街2019更新内容1.本次更新是赶街APP有史以来最大的一次更新!革命性的颠覆了以往的使用方式!2.商家能够非常非常方便的发布各种任务!3.合伙人可以非常非常方便的转发任务,报名任务,赚取佣金!4.UI界面历史性的重新设计,更符合农村朋友的使用方式和使用习惯! ","['https://android-screenimgs.25pp.com/fs08/2019/06/14/2/106_60169ebd08c9857dda68186c1dd66ab5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_b4427758828299783aeccddc0120e12a_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/3/106_89eac00a171b6bb857de6bc88411f815_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/9/106_bccac3a77046064706b5b4e35f852e6b_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/14/0/106_8299a25c2fa01fee2e4fa3f72ee1cd38_234x360.jpg']",浙江赶街电子商务有限公司,https://www.wandoujia.com/apps/com.ganjie.app/download/dot?ch=detail_normal_dl,  服务农民的APP  , 3.2.2,7473471,200080, 3.2.2
肉单,com.yowant.roudan.android,网上购物,422人安装,6.79MB,https://android-artworks.25pp.com/fs08/2019/01/23/3/110_f6d248963d5cf5c67759587c17a8f612_con_130x130.png,肉单：想知道省时省力的赚钱方式么？用肉单啊！【肉单亮点】1.操作简单，佣金高到你想不到，更有大额优惠券！让你不花一分冤枉钱！2.每日专业选品，海量好货，优质上新，足不出户知全球爆款！3.更有免费试用版块，热门商品0元到手，福利超丰厚。【适合人群】广大网购用户，只要你想购物、想省钱、想赚钱，肉单就是你的绝佳选择！ 肉单2019更新内容1.页面体验更加流畅，视觉效果更好2.新上线免单活动，增加三个活动专区。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_550f46729dd492139d13264fc6c7260f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_36852e1a006efaf1ebd8b7c220e69ce5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/110_e05fccdea8ec4f4b95de6281878621af_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_6cdba58b1260fea009a34c2c13193cde_234x360.jpg']",杭州右文文化传媒有限公司,https://www.wandoujia.com/apps/com.yowant.roudan.android/download/dot?ch=detail_normal_dl,  省时省力享优惠  , 1.2.0,7908384,120, 1.2.0
悟空优惠券,com.tonnyc.wkyhq,网上购物,961人安装,23.92MB,https://android-artworks.25pp.com/fs08/2018/12/07/9/110_695c5528a7d8d25cedd23ebe7dec50dd_con_130x130.png,【悟空优惠券】能省会赚就选悟空悟空优惠券app，不仅仅是一个能领券的优惠卷app，商品高额佣金，能赚钱能省钱，边花钱边生钱，超值低价量大价好又省心！特色功能：【领券】海量优惠券，折扣享不停。品类丰富，好货多多。【省钱】 领卷购物少花钱，券后更省钱，省钱购更省钱。【品质】 严格筛选品牌商家，每天精选货真价实物美价廉的商品。【方便】 每日更新搭配专区，为爱美人士提供方便的搭配方案。 悟空优惠券更新内容支持一键领券跳转淘宝，一键领券跳转拼多多，一键领券跳转京东，增加超级分类，增加发圈功能 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_550f46729dd492139d13264fc6c7260f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_36852e1a006efaf1ebd8b7c220e69ce5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/110_e05fccdea8ec4f4b95de6281878621af_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_6cdba58b1260fea009a34c2c13193cde_234x360.jpg']",泉州四喜网络科技有限公司,https://www.wandoujia.com/apps/com.tonnyc.wkyhq/download/dot?ch=detail_normal_dl,  能省会赚就选悟空  , 0.0.4,7910874,4, 0.0.4
省钱券券,com.bright.extnetum,网上购物,1023人安装,1.92MB,https://android-artworks.25pp.com/fs08/2018/11/30/9/110_70af6d3e79ca05ccf6238bdafe34f475_con_130x130.png,省钱券券是由自媒体机构HURBANG杂志社出品的一款聚焦粉丝群体，全民省钱与找福利的必备软件，涵盖海量购物优惠券，淘宝天猫现金券。每天实时推荐高性价比商品，各大电商促销消息及时更新告知，让您用更少的钱即可买到喜欢的宝贝。花粉优惠券，一年轻松省10万！ 省钱券券更新内容内容更丰富，版面更美观，增强了软件的兼容性和流畅度 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_550f46729dd492139d13264fc6c7260f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_36852e1a006efaf1ebd8b7c220e69ce5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/110_e05fccdea8ec4f4b95de6281878621af_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_6cdba58b1260fea009a34c2c13193cde_234x360.jpg']",武汉必林克供应链管理有限公司,https://www.wandoujia.com/apps/com.bright.extnetum/download/dot?ch=detail_normal_dl,  一年轻松省10万  , 5.0,7906930,1, 5.0
返还网,com.fanhuan,网上购物,5280人安装,37.73MB,https://android-artworks.25pp.com/fs08/2019/06/06/11/110_65871cedf8a999d407d81b0f108509b0_con_130x130.png,返还网—11年专注于购物返利，网购省钱的APP，全网大额优惠券，2000万购物达人公认首选省钱利器，为用户省钱过亿。返还用户可享：返还翻倍+券后再返+极速到账+返还金额全显示【下载福利】新人专享：注册即送10元可提现红包，更有超多爆款0元抢商品【网购必备】返还工具：通过返还网去各大商城购物，至高返利80%领优惠券：海量商家千万级优惠券、内部券、打折券，先领券再购物商品特卖：严格筛选品牌商家，每天精选货真价实且物美价廉的商品查历史价：展示商品历史价格，识别虚假打折促销，低价购物真聪明【值得信赖】返还网权威官方app，实时监控各大商城历史价格走势，每天上线服装/居家/美食等真实打折的商品。返还网通过返利模式，在各大商城特价的基础上，进一步提供金额可观的返利，真正实现历史低价。客服电话：400-0053-000返还网站：www.fanhuan.com返还微信：fanhuanwang返还微博：@返还网 返还网2019更新内容1、新人首单0元，人人有份。2、每天首页抢爆款商品，享超高补贴，低至1元。3、新人注册登录体验更好啦。4、首页商品增加了分类，性价比更高。5、邀请好友用返还网，还能赚现金哦。 ,"['https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_550f46729dd492139d13264fc6c7260f_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/7/110_36852e1a006efaf1ebd8b7c220e69ce5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/10/110_e05fccdea8ec4f4b95de6281878621af_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/12/3/110_6cdba58b1260fea009a34c2c13193cde_234x360.jpg']",厦门灵感方舟网络科技有限公司,https://www.wandoujia.com/apps/com.fanhuan/download/dot?ch=detail_normal_dl,  省钱神器，主流电商购物返90%现金！  , 6.7.0,84399,75, 6.7.0
春水堂,com.chunshuitang.mall,网上购物,8280人安装,21.23MB,https://android-artworks.25pp.com/fs08/2019/05/16/2/106_e9bafaa47ceb2bdb9a8cfa1eefe0b346_con_130x130.png,春水堂成功登陆新三板，成生殖健康生态链企业股，135元新人大礼包疯狂送 。,"['https://android-screenimgs.25pp.com/fs08/2019/06/05/8/110_032a7d7e350ecdabdac58145d70193d5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/05/6/110_22dbfe368149fea1f54b40ff56b54737_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/05/4/110_473bc32327e811dba88cafa8c2d8dcd9_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/05/7/110_24d0ee73873cf6acd54392426b09e8f5_234x360.jpg', 'https://android-screenimgs.25pp.com/fs08/2019/06/05/10/110_d2bc48988aa231e5e961773b123c7798_234x360.jpg']",北京春水堂商业连锁有限公司,https://www.wandoujia.com/apps/com.chunshuitang.mall/download/dot?ch=detail_normal_dl,  中国最大的品牌正品情趣用品商城  , 3.4.9,6514464,4029, 3.4.9
